Title,Price,Price/m²,Location,Area,Bedrooms,Bathrooms,Image URL,Listing URL
Apartments For sale in Icon Park Compound - Al Fedaa,"6,151,000
    EGP","-35,761EGP/m",Greater Cairo  /  Icon Park Compound - Al Fedaa,172m²,3,3,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68517948a298c496314830.jpeg,https://aqarmap.com.eg/en/listing/6018398-for-sale-cairo-6th-of-october-compounds-icon-park-compound-al-fedaa/
Apartments For sale in Makany Compound - El Mansour,"5,460,840
    EGP","-39,286EGP/m",Greater Cairo  /  Makany Compound - El Mansour,139m²,3,2,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685c14a142c5f534371809.jfif,https://aqarmap.com.eg/en/listing/6043534-for-sale-cairo-new-cairo-el-kattameya-compounds-in-kattameya-kmbwnd-mkny-lmnswr-llttwyr/
Apartments For sale in Icon Park Compound - Al Fedaa,"6,151,000
    EGP","-37,736EGP/m",Greater Cairo  /  Icon Park Compound - Al Fedaa,163m²,3,3,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/68247a5c84de6248385717.jpeg,https://aqarmap.com.eg/en/listing/5918261-for-sale-cairo-6th-of-october-compounds-icon-park-compound-al-fedaa/
Apartments For sale in Makany Compound - El Mansour,"5,140,960
    EGP","-36,721EGP/m",Greater Cairo  /  Makany Compound - El Mansour,140m²,3,2,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2109/6141a92b7b72b803361597.jpg,https://aqarmap.com.eg/en/listing/6043530-for-sale-cairo-new-cairo-el-kattameya-compounds-in-kattameya-kmbwnd-mkny-lmnswr-llttwyr/
Apartments For sale in Makany Compound - El Mansour,"5,347,215
    EGP","-36,375EGP/m",Greater Cairo  /  Makany Compound - El Mansour,147m²,3,2,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685c115697cc7043982609.jfif,https://aqarmap.com.eg/en/listing/6043432-for-sale-cairo-new-cairo-el-kattameya-compounds-in-kattameya-kmbwnd-mkny-lmnswr-llttwyr/
Apartments For sale in Makany Compound - El Mansour,"4,798,620
    EGP","-31,778EGP/m",Greater Cairo  /  Makany Compound - El Mansour,151m²,3,2,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685c118769d1e116204603.jfif,https://aqarmap.com.eg/en/listing/6043431-for-sale-cairo-new-cairo-el-kattameya-compounds-in-kattameya-kmbwnd-mkny-lmnswr-llttwyr/
Apartments For sale in Makany Compound - El Mansour,"5,326,790
    EGP","-34,366EGP/m",Greater Cairo  /  Makany Compound - El Mansour,155m²,3,2,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2109/6141a92b61859883708003.jpg,https://aqarmap.com.eg/en/listing/6043148-for-sale-cairo-new-cairo-el-kattameya-compounds-in-kattameya-kmbwnd-mkny-lmnswr-llttwyr/
Apartments For sale in Makany Compound - El Mansour,"3,968,310
    EGP","-37,793EGP/m",Greater Cairo  /  Makany Compound - El Mansour,105m²,2,1,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685c07d308c73647413840.jfif,https://aqarmap.com.eg/en/listing/6043147-for-sale-cairo-new-cairo-el-kattameya-compounds-in-kattameya-kmbwnd-mkny-lmnswr-llttwyr/
Apartments For sale in Makany Compound - El Mansour,"4,130,815
    EGP","-30,826EGP/m",Greater Cairo  /  Makany Compound - El Mansour,134m²,3,2,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685c05441f01a315524174.jfif,https://aqarmap.com.eg/en/listing/6043050-for-sale-cairo-new-cairo-el-kattameya-compounds-in-kattameya-kmbwnd-mkny-lmnswr-llttwyr/
Clinics For sale in Compass Building - El Mansour,"3,484,620
    EGP","-108,894EGP/m",Greater Cairo  /  Compass Building - El Mansour ,32m²,1,1,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685bfcb0b02d8917228512.jpg,https://aqarmap.com.eg/en/listing/6042917-for-sale-cairo-el-maadi-zahraa-el-maadi-compass-building-el-mansour/
Clinics For sale in Compass Building - El Mansour,"3,233,340
    EGP","-115,476EGP/m",Greater Cairo  /  Compass Building - El Mansour ,28m²,1,1,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685bfa4f6f400224644622.jpg,https://aqarmap.com.eg/en/listing/6042862-for-sale-cairo-el-maadi-zahraa-el-maadi-compass-building-el-mansour/
Clinics For sale in Compass Building - El Mansour,"3,579,620
    EGP","-115,471EGP/m",Greater Cairo  /  Compass Building - El Mansour ,31m²,1,1,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685bf89fdc3d5220696337.jfif,https://aqarmap.com.eg/en/listing/6042773-for-sale-cairo-el-maadi-zahraa-el-maadi-compass-building-el-mansour/
Clinics For sale in Compass Building - El Mansour,"5,147,100
    EGP","-131,976EGP/m",Greater Cairo  /  Compass Building - El Mansour ,39m²,1,1,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685bff499563a080758208.jpg,https://aqarmap.com.eg/en/listing/6042988-for-sale-cairo-el-maadi-zahraa-el-maadi-compass-building-el-mansour/
Clinics For sale in Compass Building - El Mansour,"5,796,000
    EGP","-120,750EGP/m",Greater Cairo  /  Compass Building - El Mansour ,48m²,1,1,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685bff3d5783f542061278.jpg,https://aqarmap.com.eg/en/listing/6042981-for-sale-cairo-el-maadi-zahraa-el-maadi-compass-building-el-mansour/
Clinics For sale in Compass Building - El Mansour,"3,579,620
    EGP","-115,471EGP/m",Greater Cairo  /  Compass Building - El Mansour ,31m²,1,1,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685bfdeb81ab8425716124.jpg,https://aqarmap.com.eg/en/listing/6042948-for-sale-cairo-el-maadi-zahraa-el-maadi-compass-building-el-mansour/
Apartments For sale in Icon Park Compound - Al Fedaa,"6,564,430
    EGP","-46,556EGP/m",Greater Cairo  /  Icon Park Compound - Al Fedaa,141m²,3,3,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/683eda858a7f5579107590.jpeg,https://aqarmap.com.eg/en/listing/5986137-for-sale-cairo-6th-of-october-compounds-icon-park-compound-al-fedaa/
Apartment for sale in the heart of the most distinguished compound in the Administrative Capital,"7,807,797
    EGP","-53,114EGP/m",Greater Cairo  /  The Islands Compound - Egygab,147m²,3,2,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/682a1f94b598e111677115.jpeg,https://aqarmap.com.eg/en/listing/5935855-for-sale-cairo-new-administrative-capital-r8-the-islands-compound-egygab/
مدفن علي الاوتوستراد ترخيص وانشاء حديث,"1,200,000
    EGP","-57,142EGP/m",Greater Cairo  /  El Basateen,21m²,N/A,N/A,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685fe84492fc6999160935.jpg,https://aqarmap.com.eg/en/listing/6052423-for-sale-cairo-el-basateen/
Clinics For sale in Hadayek October,"1,260,000
    EGP","-45,000EGP/m",Greater Cairo  /  Hadayek October ,28m²,1,1,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/6821f511ed1d7835878509.jpg,https://aqarmap.com.eg/en/listing/5903824-for-sale-cairo-6th-of-october-hadaeq-october/
Apartments For sale in Zaid Ebn Haretha St.,"8,500,000
    EGP","-36,956EGP/m",Greater Cairo  /  Zaid Ebn Haretha St.,230m²,3,2,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685be6b537aa2798128681.jpg,https://aqarmap.com.eg/en/listing/6042432-for-sale-cairo-new-cairo-ganob-el-akadamiya-south-academy-a-zaid-ebn-haretha-st/
محلات للبيع في 4T1 مول - فاي,"11,634,840
    EGP","-161,595EGP/m",Greater Cairo  /  4T1 Mall - Vai,72m²,N/A,N/A,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685fdd006b1d7555954012.jpeg,https://aqarmap.com.eg/en/listing/6052231-for-sale-cairo-new-administrative-capital-ldwn-twn-4t1-fy/
Shops For sale in Dar Misr,"2,300,000
    EGP","-67,647EGP/m",Greater Cairo  /  Hai El Ashgar - Featured Neighborhood,34m²,N/A,N/A,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/6826080d5e044812756972.jpg,https://aqarmap.com.eg/en/listing/5925615-for-sale-cairo-badr-city-hai-el-ashgar-featured-neighborhood/
شقة للبيع ناصيه مرخصة A Class بإطلالة وفيو رائع بأرقى مواقع مدكور اول الهرم,"4,500,000
    EGP","-22,500EGP/m",Greater Cairo  /  Madkour,200m²,3,2,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/6834a29b06e15167596804.jpeg,https://aqarmap.com.eg/en/listing/5961571-for-sale-cairo-el-haram-madkor/
Clinics For sale in Compass Building - El Mansour,"4,197,300
    EGP","-123,450EGP/m",Greater Cairo  /  Compass Building - El Mansour ,34m²,1,1,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685bfdce6a7a1516034307.jpg,https://aqarmap.com.eg/en/listing/6042949-for-sale-cairo-el-maadi-zahraa-el-maadi-compass-building-el-mansour/
Apartments For sale in Icon Park Compound - Al Fedaa,"8,646,664
    EGP","-46,487EGP/m",Greater Cairo  /  Icon Park Compound - Al Fedaa,186m²,3,3,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/682495276f0bb300098123.jpeg,https://aqarmap.com.eg/en/listing/5919248-for-sale-cairo-6th-of-october-compounds-icon-park-compound-al-fedaa/
توين هاوس للبيع في كمبوند جمس - فاي,"12,987,995
    EGP","-57,469EGP/m",Greater Cairo  /  Gems Compound - VAI,226m²,4,6,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685fd6e311199487420805.jpeg,https://aqarmap.com.eg/en/listing/6052074-for-sale-cairo-el-sheikh-zayed-city-lshykh-zyd-ljdyd-gems-compound-vai/
Clinics For sale in Compass Building - El Mansour,"4,139,360
    EGP","-125,435EGP/m",Greater Cairo  /  Compass Building - El Mansour ,33m²,1,1,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685bfb9df3480894280833.jpg,https://aqarmap.com.eg/en/listing/6042894-for-sale-cairo-el-maadi-zahraa-el-maadi-compass-building-el-mansour/
Clinics For sale in Compass Building - El Mansour,"3,754,020
    EGP","-104,278EGP/m",Greater Cairo  /  Compass Building - El Mansour ,36m²,1,1,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2503/67c97fa0bcec6641671248.jpg,https://aqarmap.com.eg/en/listing/5695458-for-sale-cairo-el-maadi-zahraa-el-maadi-compass-building-el-mansour/
Apartments For sale in Apartmora Compound - El Mansour,"4,922,280
    EGP","-36,193EGP/m",Greater Cairo  /  Apartmora Compound - El Mansour,136m²,3,2,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2503/67c989f39d282038431023.jpg,https://aqarmap.com.eg/en/listing/5695632-for-sale-cairo-el-maadi-zahraa-el-maadi-apartmora-compound-el-mansour/
Studio For sale in Sun Gates Compound,"2,013,600
    EGP","-36,610EGP/m",Greater Cairo  /  Sun Gates Compound ,55m²,1,1,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2503/67d04238a13d8283960011.JPG,https://aqarmap.com.eg/en/listing/5711423-for-sale-cairo-el-maadi-zahraa-el-maadi-sn-jyts/
Apartments For sale in Sun Gates Compound,"5,481,000
    EGP","-31,500EGP/m",Greater Cairo  /  Sun Gates Compound ,174m²,1,1,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2503/67cf6066bdb28689700035.jpg,https://aqarmap.com.eg/en/listing/5709606-for-sale-cairo-el-maadi-zahraa-el-maadi-sn-jyts/
Roof For sale in Sun Gates Compound,"2,013,600
    EGP","-36,610EGP/m",Greater Cairo  /  Sun Gates Compound ,55m²,1,1,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2503/67cf63203160a939644600.jpg,https://aqarmap.com.eg/en/listing/5709618-for-sale-cairo-el-maadi-zahraa-el-maadi-sn-jyts/
Clinics For sale in Compass Building - El Mansour,"3,233,340
    EGP","-115,476EGP/m",Greater Cairo  /  Compass Building - El Mansour ,28m²,1,1,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685bd3efa57e3370572239.jpg,https://aqarmap.com.eg/en/listing/6042071-for-sale-cairo-el-maadi-zahraa-el-maadi-compass-building-el-mansour/
Clinics For sale in Compass Building - El Mansour,"3,575,400
    EGP","-119,180EGP/m",Greater Cairo  /  Compass Building - El Mansour ,30m²,1,1,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685bd20bef25a044665642.jpg,https://aqarmap.com.eg/en/listing/6042045-for-sale-cairo-el-maadi-zahraa-el-maadi-compass-building-el-mansour/
Clinics For sale in Compass Building - El Mansour,"3,741,700
    EGP","-110,050EGP/m",Greater Cairo  /  Compass Building - El Mansour ,34m²,1,1,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685bd0660f6e2053017026.jpg,https://aqarmap.com.eg/en/listing/6042010-for-sale-cairo-el-maadi-zahraa-el-maadi-compass-building-el-mansour/
Apartments For sale in Sixth Neighborhood,"5,850,000
    EGP","-27,209EGP/m",Greater Cairo  /  Fourth Neighborhood,215m²,3,3,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2503/67c962936b251850941259.jpg,https://aqarmap.com.eg/en/listing/5622787-for-sale-cairo-new-cairo-bait-el-watan-fourth-neighborhood/
فيلا منفصلة للبيع في كمبوند كنز - مدار,"77,500,000
    EGP","-172,222EGP/m",Greater Cairo  /  Kinz Compound - Madaar,450m²,5,6,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685fcd8d6562c829080742.jpeg,https://aqarmap.com.eg/en/listing/6051997-for-sale-cairo-el-sheikh-zayed-city-lshykh-zyd-ljdyd-kinz-compound-madaar/
"Retail in ""Open Air Mall"" 16 million less than company's price","30,469,550
    EGP","-367,103EGP/m",Greater Cairo  /  Open Air Mall,83m²,N/A,N/A,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68503c404ff9e332420954.jpg,https://aqarmap.com.eg/en/listing/5524133-for-sale-cairo-new-cairo-madinaty-open-air-mall/
Villette large vila  Bua 440 Land 660 5 master bedrooms,"63,000,000
    EGP","-143,181EGP/m",Greater Cairo  /  V Residence - Villette ,440m²,5,7,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6859b36d036d5028593395.jpg,https://aqarmap.com.eg/en/listing/6037655-for-sale-cairo-new-cairo-compounds-villette-vy-ryzydns-villette/
RESALE APT With Lowest Price And Best View - RTM,"7,370,000
    EGP","-44,666EGP/m",Greater Cairo  /  Mountain Park - Mountain View iCity Compound,165m²,3,3,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6852a5d79f78f517463997.jfif,https://aqarmap.com.eg/en/listing/6020887-for-sale-cairo-new-cairo-compounds-mwntn-fyw-y-syty-mountain-park-mountain-view-icity/
Shops For sale,"7,560,000
    EGP","-120,000EGP/m",Greater Cairo  /  Makan Mall - High Art,63m²,N/A,N/A,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2503/67c570e41f00f720337135.jpg,https://aqarmap.com.eg/en/listing/5685602-for-sale-cairo-new-cairo-compounds-makan-mall-high-art/
Apartments For sale in Privado Compound - TMG,"11,500,000
    EGP","-76,666EGP/m",Greater Cairo  /  Privado Compound - TMG,150m²,3,3,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68591b39812b1018508842.jpg,https://aqarmap.com.eg/en/listing/6035903-for-sale-cairo-new-cairo-madinaty-bryfdw/
Apartments For sale in New Narges,"6,090,216
    EGP","-34,603EGP/m",Greater Cairo  /  New Narges,176m²,3,2,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2502/67b0b4fee5244060884650.jpg,https://aqarmap.com.eg/en/listing/5634401-for-sale-cairo-new-cairo-new-narges/
Apartments For sale in Fifth Neighborhood,"5,212,000
    EGP","-50,115EGP/m",Greater Cairo  /  The Lark Residence - Tamayoz ,104m²,2,2,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6854371c242d2620061918.jpg,https://aqarmap.com.eg/en/listing/6024463-for-sale-the-lark-residence-tamayoz/
Apartments For sale in Sixth Neighborhood,"6,000,000
    EGP","-23,904EGP/m",Greater Cairo  /  Sixth Neighborhood,251m²,3,3,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2502/67ab48f9853dc182238598.jpg,https://aqarmap.com.eg/en/listing/5619494-for-sale-cairo-new-cairo-bait-el-watan-sixth-neighborhood/
RESALE Penthouse With Very Special Price - Ready To Move,"11,500,000
    EGP","-28,048EGP/m",Greater Cairo  /  Stone Residence - PRE,410m²,3,3,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6856a6b99f984813075826.jpg,https://aqarmap.com.eg/en/listing/6029066-for-sale-cairo-new-cairo-compounds-stwn-ryzydns-by-ar-y-llttwyr/
Clinics For sale in Makan Mall - High Art,"6,325,000
    EGP","-115,000EGP/m",Greater Cairo  /  Makan Mall - High Art,55m²,1,1,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2503/67c6e44d408b2068143526.JPG,https://aqarmap.com.eg/en/listing/5865026-for-sale-cairo-new-cairo-compounds-makan-mall-high-art/
Apartment Ready To Move With installment 4 Years,"8,525,000
    EGP","-60,892EGP/m",Greater Cairo  /  Lake View Residence - El Hazek,140m²,2,3,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/684ed946a1299208205620.jpg,https://aqarmap.com.eg/en/listing/6013713-for-sale-cairo-new-cairo-compounds-lakeview-residence/
Pharmacy For sale,"28,200,000
    EGP","-300,000EGP/m",Greater Cairo  /  Makan Mall - High Art,94m²,N/A,N/A,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2503/67c56ef241088418724342.JPG,https://aqarmap.com.eg/en/listing/5685587-for-sale-cairo-new-cairo-compounds-makan-mall-high-art/
Corner Townhouse In Dyar Park With Lowest Price,"23,000,000
    EGP","-71,875EGP/m",Greater Cairo  /  Dyar Park Compound - Arco,320m²,7,5,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2105/609a3d1ed0800554250024.jpg,https://aqarmap.com.eg/en/listing/5986270-for-sale-cairo-new-cairo-compounds-dyar-park/
Clinics For sale in Makan Mall - High Art,"6,325,000
    EGP","-115,000EGP/m",Greater Cairo  /  Makan Mall - High Art,55m²,1,1,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2503/67c6e44d408b2068143526.JPG,https://aqarmap.com.eg/en/listing/5788615-for-sale-cairo-new-cairo-compounds-makan-mall-high-art/
Townhouse with A PRIME LOCATION in Palm Hills,"17,000,000
    EGP","-89,473EGP/m",Greater Cairo  /  Palm Hills New Cairo - PHNC ,190m²,3,4,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68514b6462979694553309.jpg,https://aqarmap.com.eg/en/listing/6017682-for-sale-cairo-new-cairo-compounds-blm-hylz-nyw-kyrw/
iVilla Corner With Roof Ready To Move Best Price in MV Hyde Park,"13,500,000
    EGP","-45,000EGP/m",Greater Cairo  /  Mountain View Hyde Park Compound,300m²,3,3,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/683eec39d8b14070941170.png,https://aqarmap.com.eg/en/listing/5986493-for-sale-cairo-new-cairo-compounds-mountain-view-hyde-park/
"Own an apartment now in a prime location, Galleria","13,000,000
    EGP","-82,802EGP/m",Greater Cairo  /  Moon Valley Compound 2 - Arabia,157m²,3,3,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6851226e58552692256364.jfif,https://aqarmap.com.eg/en/listing/6017260-for-sale-cairo-new-cairo-compounds-moon-valley-2/
Apartments For sale in Privado Compound - TMG,"6,300,000
    EGP","-63,000EGP/m",Greater Cairo  /  Privado Compound - TMG,100m²,2,2,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6857c0f4a27a7102554033.jpg,https://aqarmap.com.eg/en/listing/6032964-for-sale-cairo-new-cairo-madinaty-bryfdw/
Apartments For sale in Talaat Moustafa Road,"17,000,000
    EGP","-51,987EGP/m",Greater Cairo  /  Talaat Moustafa Road,327m²,4,4,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/68385016e86c1403777700.jpg,https://aqarmap.com.eg/en/listing/5971039-for-sale-cairo-new-cairo-madinaty-third-zone-buildings-talaat-moustafa-road/
Apartments For sale in Neighbourhood 2,"3,580,000
    EGP","-21,566EGP/m",Greater Cairo  /  Neighbourhood 2,166m²,3,2,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68504818d4330191573764.jpeg,https://aqarmap.com.eg/en/listing/6016265-for-sale-cairo-el-shorouk-lmntq-lsds-neighbourhood-2/
# own your standalone in Villa compound-Obour,"16,400,000
    EGP","-51,250EGP/m",Greater Cairo  /  Oro Compound - Ava Mina,320m²,5,4,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2309/650c384611205876214907.jpg,https://aqarmap.com.eg/en/listing/5978398-for-sale-cairo-al-oubour-compounds-wrw-f-myn/
Duplex For sale in Vida Residence - Kayan,"5,800,000
    EGP","-34,117EGP/m",Greater Cairo  /  Vida Residence - Kayan,170m²,3,3,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2501/67989dd6ad66e073559013.jpg,https://aqarmap.com.eg/en/listing/5955066-for-sale-cairo-6th-of-october-hadaeq-october-kmbwnd-fy-hdyq-ktwbr-vida-residence-kayan/
فلل للبيع في كمبوند بيراميدز ووك - وادي دجلة,"17,000,000
    EGP","-44,736EGP/m",Greater Cairo  /  Pyramids Walk Compound - Wadi Degla,380m²,4,3,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6859233208ddb419899056.jpeg,https://aqarmap.com.eg/en/listing/6036082-for-sale-cairo-6th-of-october-compounds-pyramids-walk/
office fully finished at smart village with ac’s ready to move,"10,000,000
    EGP","-107,526EGP/m",Greater Cairo  /  Smart Village,93m²,2,1,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6851582ea5555532172483.jpeg,https://aqarmap.com.eg/en/listing/6017843-for-sale-cairo-el-sheikh-zayed-city-alex-cairo-desert-road-smart-village/
Clinics For sale in Makan Mall - High Art,"5,750,000
    EGP","-115,000EGP/m",Greater Cairo  /  Makan Mall - High Art,50m²,1,1,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2503/67d6c07faf2ef584157630.JPG,https://aqarmap.com.eg/en/listing/5779011-for-sale-cairo-new-cairo-compounds-makan-mall-high-art/
"Pay EGP 2,300,000 and Own a Shop in East Hub – Immediate Delivery with Down Payment Only Monthly Rental Income in the Largest Mall in Madinaty","26,000,000
    EGP","-509,803EGP/m",Greater Cairo  /  East Hub Mall - TMG,51m²,N/A,N/A,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6853df1581670934277809.jpg,https://aqarmap.com.eg/en/listing/6023268-for-sale-cairo-new-cairo-madinaty-etast-hub-mall-tmg/
Apartments For sale in Greens - Hyde Park Compound,"7,150,000
    EGP","-87,195EGP/m",Greater Cairo  /  Greens - Hyde Park Compound	,82m²,1,1,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2504/67f7e41be4aac739061401.png,https://aqarmap.com.eg/en/listing/5794686-for-sale-cairo-new-cairo-compounds-hyde-park-greens-hyde-park-compound/
Villas For sale in Fifth Square Compound - AlMarasem,"60,000,000
    EGP","-133,333EGP/m",Greater Cairo  /  Fifth Square Compound - AlMarasem,450m²,5,4,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6852a2a31e449249929408.jpeg,https://aqarmap.com.eg/en/listing/6020827-for-sale-cairo-new-cairo-compounds-fifth-square/
Penthouse For sale in Fifth Square Mall - Al Marasem,"9,000,000
    EGP","-60,000EGP/m",Greater Cairo  /  Fifth Square Mall - Al Marasem,150m²,2,3,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685551e8a59ab725200712.jpg,https://aqarmap.com.eg/en/listing/6025972-for-sale-cairo-new-cairo-compounds-fyfth-skwyr-mwl-lmrsm-llttwyr/
Apartment for sale in Mountain View iCity October,"6,000,000
    EGP","-48,000EGP/m",Greater Cairo  /  MV Park - Mountain View iCity October Compound,125m²,2,2,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6856c67dcf203562926362.jpg,https://aqarmap.com.eg/en/listing/6029560-for-sale-cairo-6th-of-october-compounds-mountain-view-icity-october-mv-park-mountain-view-icity-october/
فلل للبيع في شارع الشهيد محمد عبد اللطيف الشيمي,"30,000,000
    EGP","-30,000EGP/m",Greater Cairo  /  El Shaheed Mohamed Abd El Latif El Shimi St.,1000m²,8,6,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68591847b8b95437489765.jpeg,https://aqarmap.com.eg/en/listing/6035896-for-sale-cairo-6th-of-october-featured-neighborhood-first-touristic-village-el-shaheed-mohammed-abdul-latif-alshimi-st/
Apartments For sale in Dar Misr El Andalous,"7,500,000
    EGP","-46,875EGP/m",Greater Cairo  /  The Icon Gardens Compound - Style Home,160m²,3,2,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685457f14bee5160965272.jpg,https://aqarmap.com.eg/en/listing/6024767-for-sale-cairo-new-cairo-compounds-the-icon-gardens-compound-style-home/
فيلا منفصلة للبيع في كمبوند رويال سيتي - مجموعة البابطين,"33,000,000
    EGP","-82,500EGP/m",Greater Cairo  /  Royal City Compound - Al Babtain Group,400m²,5,6,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685915f927560285156460.jpeg,https://aqarmap.com.eg/en/listing/6029451-for-sale-cairo-el-sheikh-zayed-city-compounds-royal-city/
Apartments For sale in El Andalus 1,"4,900,000
    EGP","-28,000EGP/m",Greater Cairo  /  El Andalus 1,175m²,3,3,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68569ee29a61b209336627.jpg,https://aqarmap.com.eg/en/listing/6028892-for-sale-cairo-new-cairo-el-andalous-al-andalus-1/
Apartments For sale in El Kornfol 10,"3,600,000
    EGP","-24,000EGP/m",Greater Cairo  /  El Kornfol 10,150m²,3,2,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685444c9372b2310011129.jpg,https://aqarmap.com.eg/en/listing/6024573-for-sale-cairo-new-cairo-el-kornfol-el-kornfol-10/
Apartments For sale in Northern 90th St.,"4,200,000
    EGP","-27,814EGP/m",Greater Cairo  /  Southern 90th St.,151m²,3,2,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685665a4045d2295699378.jpg,https://aqarmap.com.eg/en/listing/6028218-for-sale-cairo-new-cairo-90th-street-south-teseen-st/
